Name,Freq(MHz),PW(µs),Azimuth(º),Elevation(º),Power(dBm)
J,4443.07,9.37,301,-14.95,-44
J,4443.09,9.37,301,-14.95,-44
J,4435.67,9.37,301,-14.95,-44
J,4435.6,9.37,301,-14.95,-44
J,4435.91,9.37,301,-14.95,-44
J,4435.67,9.37,301,-14.95,-44
J,4435.66,9.37,301,-14.95,-44
J,4435.63,9.37,301,-14.95,-44
J,4435.63,9.37,301,-14.95,-44
S4,4544.055,5.2,115,7.4,-59
J,4435.845,9.37,301,-14.95,-44
J,4435.66,9.37,301,-14.95,-44
J,4435.865,9.37,301,-14.95,-44
J,4435.68,9.37,301,-14.95,-44
J,4438.05,9.37,301,-14.95,-44
J,4438.14,9.37,301,-14.95,-44
J,4438.12,9.37,301,-14.95,-44
J,4438.255,9.37,301,-14.95,-44
J,4445.67,9.37,301,-14.95,-44
J,4445.65,9.37,301,-14.95,-44
J,4445.885,9.37,301,-14.95,-44
J,4445.54,9.37,301,-14.95,-44
J,4440.69,9.37,301,-14.95,-44
J,4440.57,9.37,301,-14.95,-44
J,4440.67,9.37,301,-14.95,-44
J,4440.62,9.37,301,-14.95,-44
S4,4544.055,5.2,115,5.66,-59
J,4443.07,9.37,301,-14.95,-44
J,4443.1,9.37,301,-14.95,-44
J,4443.11,9.37,301,-14.95,-44
J,4443.18,9.37,301,-14.95,-44
J,4440.62,9.37,301,-14.95,-44
J,4440.58,9.37,301,-14.95,-44
J,4440.63,9.37,301,-14.95,-44
J,4440.66,9.37,301,-14.95,-44
J,4443.1,9.37,301,-14.95,-44
J,4443.48,9.37,301,-14.95,-44
J,4443.11,9.37,301,-14.95,-44
J,4443.11,9.37,298,-14.95,-44
S4,4544.055,5.2,119,5.66,-59
J,4443.375,9.37,298,-14.95,-44
J,4448.12,9.37,298,-14.95,-44
J,4448.235,9.37,298,-14.95,-44
J,4448.05,9.37,298,-14.95,-44
J,4448.11,9.37,298,-14.95,-44
J,4445.64,9.37,298,-14.95,-44
J,4445.6,9.37,298,-14.95,-44
J,4445.805,9.37,298,-14.95,-44
J,4445.765,9.37,298,-14.95,-44
J,4443.12,9.37,298,-14.95,-44
J,4443.09,9.37,298,-14.95,-44
J,4443.07,9.37,298,-14.95,-44
J,4443.11,9.37,298,-14.95,-44
J,4440.64,9.37,298,-14.95,-44
J,4440.59,9.37,298,-14.95,-44
J,4440.755,9.37,298,-14.95,-44
J,4440.59,9.37,298,-14.95,-44
J,4433.41,9.37,298,-14.95,-44
J,4433.11,9.37,298,-14.95,-44
J,4433.12,9.37,298,-14.95,-44
J,4433.19,9.37,298,-14.95,-44
J,4448.16,9.37,298,-14.95,-44
J,4448.355,9.37,298,-14.95,-44
J,4448.335,9.37,298,-14.95,-44
J,4448.12,9.37,298,-14.95,-44
J,4433.14,9.37,298,-14.95,-44
J,4433.14,9.37,298,-14.95,-44
J,4433.1,9.37,298,-14.95,-44
S4,4544.055,5.2,122,5.66,-59
J,4433.205,9.37,298,-14.95,-44
J,4443.15,9.37,298,-14.95,-44
J,4436.48,9.37,298,-14.95,-44
S4,4544.055,5.2,125,5.66,-59
S3,1411.185,4.48,181,0.0,-44
J,4443.51,9.37,298,-14.95,-44
J,4443.51,9.37,295,-14.95,-44
J,4443.51,9.37,292,-14.95,-44
S4,4544.055,5.2,128,5.66,-59
J,4443.51,9.37,292,-14.95,-44
S3,1411.185,4.48,181,0.0,-44
J,4443.51,9.37,289,-14.95,-44
S4,4544.055,5.2,130,5.66,-59
J,4443.51,9.37,287,-14.95,-45
J,4443.51,9.37,287,-14.95,-45
S4,4544.055,5.2,130,5.66,-59
S4,4544.055,5.2,130,5.66,-59
S4,4544.055,5.2,130,5.66,-59
S4,4544.055,5.2,132,5.66,-59
S4,4544.055,5.2,0,-90.0,-59
J,4443.51,9.37,287,-8.44,-45
S3,1411.185,4.48,178,0.0,-45
S3,1411.185,4.48,178,0.0,-60
S3,1411.185,4.48,178,0.0,-60
S3,1411.185,4.48,178,0.0,-67
S3,1367.445,300.37,69,0.0,-52
S3,1411.185,4.48,178,0.0,-67
S3,1411.185,4.48,178,0.0,-70
S3,1411.185,4.48,180,0.0,-70
S3,1411.185,4.48,182,0.0,-67
S3,1411.185,4.48,182,0.0,-67
S3,1367.445,300.37,69,0.0,-52
S3,1411.185,4.48,182,0.0,-57
S3,1411.185,4.48,182,0.0,-57
S3,1411.185,4.48,182,0.0,-46
S3,1411.185,4.48,182,0.0,-46
S3,1411.185,4.48,182,0.0,-48
S3,1411.265,4.48,182,0.0,-48
S3,1411.265,4.48,182,0.0,-65
S3,1411.265,4.48,182,0.0,-65
S3,1411.265,4.48,182,0.0,-58
S3,1411.265,4.48,179,0.0,-58
S3,1411.265,4.48,179,0.0,-58
S1,1425.96,4.39,167,0.0,-65
S3,1411.265,4.48,179,0.0,-48
S3,1411.265,4.48,179,0.0,-48
S1,1425.96,4.39,167,0.0,-65
S3,1411.265,4.48,179,0.0,-54
S3,1411.265,4.48,179,0.0,-54
S1,1375.93,4.42,173,0.0,-66
S1,1376.305,226.12,173,0.0,-64
S1,1376.305,226.12,175,0.0,-64
S3,1411.265,4.48,179,0.0,-62
J,4440.715,9.34,212,0.0,-62
S1,1376.305,226.12,175,0.0,-64
S3,1411.265,4.48,179,0.0,-62
S3,1411.265,4.48,181,0.0,-62
J,4440.9,9.34,212,0.0,-58
J,4440.715,9.34,212,0.0,-57
J,4440.93,9.34,212,0.0,-56
S3,1411.265,4.48,181,0.0,-66
J,4440.68,9.34,212,0.0,-55
J,4440.55,9.34,212,0.0,-55
J,4440.6,9.34,212,0.0,-55
S1,1375.9,4.45,175,0.0,-64
J,4440.6,9.34,210,0.0,-55
J,4440.97,9.34,210,0.0,-55
J,4440.61,9.34,210,0.0,-55
J,4440.9,9.34,210,0.0,-55
J,4440.695,9.34,207,0.0,-55
J,4440.745,9.34,207,0.0,-55
J,4440.61,9.34,207,0.0,-57
J,4440.58,9.34,207,0.0,-55
S3,1411.265,4.48,181,0.0,-53
S3,1411.265,4.48,178,0.0,-53
J,4440.68,9.34,207,0.0,-55
J,4440.64,9.34,207,0.0,-55
J,4440.68,9.34,207,0.0,-55
J,4440.68,9.34,207,0.0,-55
J,4440.63,9.34,207,0.0,-55
S3,1411.265,4.48,178,0.0,-53
J,4440.63,9.34,207,0.0,-55
J,4440.63,9.34,207,0.0,-55
S1,1376.33,226.03,175,0.0,-61
S1,1376.33,226.03,175,0.0,-61
S1,1376.33,226.03,172,0.0,-61
J,4440.69,9.34,203,0.0,-55
J,4440.895,9.34,203,0.0,-55
J,4440.875,9.34,203,0.0,-55
J,4440.67,9.34,203,0.0,-55
S3,1411.265,4.48,178,0.0,-50
J,4440.67,9.34,203,0.0,-55
S3,1411.265,4.48,180,0.0,-50
J,4440.67,9.34,203,0.0,-55
S3,1411.155,4.48,180,0.0,-50
J,4440.67,9.34,203,0.0,-56
S1,1376.33,226.03,167,0.0,-61
J,4440.825,9.34,203,0.0,-55
J,4440.67,9.34,203,0.0,-53
J,4440.97,9.34,203,0.0,-53
S3,1411.155,4.48,180,0.0,-57
S3,1392.62,300.43,180,0.0,-54
S3,1392.62,4.3,180,0.0,-54
S3,1402.32,300.37,180,0.0,-50
S3,1402.32,4.3,180,0.0,-50
S3,1402.32,4.3,177,0.0,-50
J,4440.64,9.34,203,0.0,-53
J,4440.93,9.34,203,0.0,-53
J,4440.765,9.34,203,0.0,-53
J,4440.765,9.34,200,0.0,-53
J,4440.62,9.34,200,0.0,-53
J,4440.67,9.34,200,0.0,-53
J,4440.805,9.34,200,0.0,-53
J,4440.895,9.34,200,0.0,-53
J,4440.895,9.34,200,0.0,-53
J,4440.895,9.34,202,0.0,-53
J,4440.98,9.34,202,0.0,-53
J,4440.59,9.34,202,0.0,-56
J,4440.705,9.34,202,0.0,-53
J,4440.755,9.34,202,0.0,-53
J,4440.66,9.34,202,0.0,-53
S3,1402.32,4.3,174,0.0,-50
J,4440.66,9.34,204,0.0,-53
J,4440.63,9.34,204,0.0,-56
J,4440.9,9.34,204,0.0,-53
J,4440.68,9.34,204,0.0,-53
J,4440.68,9.34,200,0.0,-53
J,4440.695,9.34,200,0.0,-53
S3,1402.32,4.3,168,0.0,-50
J,4440.695,9.34,196,0.0,-53
J,4440.695,9.34,196,0.0,-53
J,4440.695,9.34,193,0.0,-53
J,4440.65,9.34,193,0.0,-53
J,4440.795,9.34,193,0.0,-53
J,4440.66,9.34,193,0.0,-53
J,4440.705,9.34,193,0.0,-53
J,4440.705,9.34,193,0.0,-53
J,4440.705,9.34,193,0.0,-53
S4,4544.055,5.05,0,0.0,-127
S4,4544.055,5.05,0,0.0,-127
J,4440.895,9.34,193,0.0,-53
J,4440.705,9.34,193,0.0,-53
J,4440.68,9.34,193,0.0,-53
J,4440.695,9.34,193,0.0,-53
J,4440.895,9.34,193,0.0,-53
J,4440.62,9.34,193,0.0,-53
J,4440.855,9.34,193,0.0,-53
J,4440.55,9.34,193,0.0,-53
J,4440.69,9.34,193,0.0,-53
J,4440.69,9.34,193,0.0,-53
J,4440.69,9.34,196,0.0,-53
J,4440.69,9.34,196,0.0,-53
J,4440.62,9.34,196,0.0,-53
J,4440.845,9.34,196,0.0,-53
J,4440.69,9.34,196,0.0,-53
J,4440.715,9.34,196,0.0,-53
J,4440.715,9.34,198,0.0,-53
S4,4544.055,5.05,0,-25.31,-127
J,4440.725,9.34,198,0.0,-53
J,4440.855,9.34,198,0.0,-53
S4,4544.045,5.5,0,0.0,-127
J,4440.855,9.34,198,0.0,-53
J,4440.63,9.34,198,0.0,-53
J,4440.725,9.34,198,0.0,-53
J,4440.68,9.34,198,0.0,-53
J,4440.825,9.34,198,0.0,-53
J,4440.64,9.34,198,0.0,-53
J,4440.64,9.34,198,0.0,-53
J,4440.97,9.34,198,0.0,-53
J,4440.725,9.34,198,0.0,-53
J,4440.68,9.34,198,0.0,-53
J,4440.68,9.34,198,0.0,-53
J,4440.695,9.34,198,0.0,-53
S4,4544.045,5.5,0,-90.0,-127
J,4440.95,9.34,198,0.0,-53
J,4440.64,9.34,198,0.0,-53
J,4440.845,9.34,198,0.0,-53
J,4441.01,9.34,198,0.0,-53
S4,4544.065,5.05,0,0.0,-127
J,4440.815,9.34,198,0.0,-53
J,4440.98,9.34,198,0.0,-53
J,4440.695,9.34,198,0.0,-53
J,4440.56,9.34,198,0.0,-53
J,4440.755,9.34,198,0.0,-53
J,4440.65,9.34,198,0.0,-53
J,4440.66,9.34,198,0.0,-53
J,4440.885,9.34,198,0.0,-53
J,4440.865,9.34,198,0.0,-53
S4,4544.065,5.05,0,-16.88,-127
J,4440.66,9.34,198,0.0,-53
J,4440.91,9.34,198,0.0,-53
J,4440.65,9.34,198,0.0,-53
J,4440.865,9.34,198,0.0,-53
J,4440.67,9.34,198,0.0,-53
S4,4544.055,5.05,0,0.0,-127
S4,4544.055,5.05,163,0.0,-127
S4,4544.045,5.05,163,0.0,-127
S4,4544.045,5.05,163,0.0,-47
J,4440.67,9.34,200,0.0,-53
J,4440.57,9.34,200,0.0,-53
J,4440.715,9.34,200,0.0,-53
J,4440.705,9.34,200,0.0,-53
J,4440.64,9.34,200,0.0,-53
J,4440.67,9.34,200,0.0,-53
J,4440.57,9.34,200,0.0,-53
J,4440.875,9.34,200,0.0,-53
S4,4544.085,5.05,163,0.0,-47
J,4440.875,9.34,200,0.0,-53
J,4440.785,9.34,197,0.0,-52
J,4440.785,9.34,197,0.0,-52
S4,4544.055,5.05,163,0.0,-47
J,4440.785,9.34,194,0.0,-52
S4,4544.055,5.05,165,0.0,-47
J,4440.785,9.34,194,0.0,-52
J,4440.97,9.34,194,0.0,-52
J,4440.67,9.34,194,0.0,-52
J,4440.95,9.34,194,0.0,-52
J,4440.835,9.34,194,0.0,-52
S4,4544.085,5.05,165,0.0,-44
S4,4544.045,5.05,165,0.0,-44
S4,4544.045,5.05,165,0.0,-44
J,4440.705,9.34,194,0.0,-52
J,4440.57,9.34,194,0.0,-52
J,4440.885,9.34,194,0.0,-52
J,4440.64,9.34,194,0.0,-52
J,4440.99,9.34,194,0.0,-52
J,4440.62,9.34,194,0.0,-52
J,4441.1,9.34,194,0.0,-52
S4,4544.045,5.05,167,0.0,-44
J,4440.94,9.34,194,0.0,-52
J,4440.94,9.34,196,0.0,-52
J,4440.67,9.34,196,0.0,-52
J,4440.67,9.34,196,0.0,-52
J,4440.66,9.34,196,0.0,-52
J,4440.67,9.34,196,0.0,-52
J,4440.67,9.34,196,0.0,-52
J,4440.62,9.34,196,0.0,-52
J,4440.775,9.34,196,0.0,-52
S4,4544.055,5.05,167,0.0,-44
J,4440.695,9.34,196,0.0,-52
J,4440.715,9.34,196,0.0,-52
J,4440.66,9.34,196,0.0,-52
J,4440.855,9.34,196,0.0,-52
J,4440.6,9.34,196,0.0,-52
J,4440.815,9.34,196,0.0,-52
J,4440.815,9.34,196,0.0,-52
J,4441.275,9.34,196,0.0,-52
J,4440.65,9.34,196,0.0,-52
J,4440.92,9.34,196,0.0,-52
J,4440.875,9.34,196,0.0,-52
J,4440.92,9.34,196,0.0,-52
J,4440.69,9.34,196,0.0,-52
J,4440.66,9.34,196,0.0,-52
J,4440.61,9.34,196,0.0,-52
S4,4544.065,5.05,167,0.0,-43
S4,4544.065,5.05,167,0.0,-43
S4,4544.065,5.05,167,0.0,-43
J,4440.91,9.34,196,0.0,-52
S3,1367.375,300.43,66,0.0,-58
J,4440.59,9.34,196,0.0,-52
J,4440.59,9.34,196,0.0,-52
J,4440.69,9.34,196,0.0,-53
J,4440.59,9.34,196,0.0,-53
J,4440.59,9.34,196,0.0,-53
J,4440.66,9.34,196,0.0,-53
J,4440.68,9.34,196,0.0,-53
J,4440.825,9.34,196,0.0,-53
S4,4544.065,5.05,164,0.0,-43
J,4440.95,9.34,196,0.0,-53
J,4441.1,9.34,196,0.0,-53
S4,4544.035,5.05,164,0.0,-41
J,4440.64,9.34,196,0.0,-53
J,4440.57,9.34,196,0.0,-53
J,4440.57,9.34,196,0.0,-53
J,4440.695,9.34,196,0.0,-53
J,4440.725,9.34,196,0.0,-53
J,4440.49,9.34,196,0.0,-53
J,4440.59,9.34,196,0.0,-52
J,4440.62,9.34,196,0.0,-52
J,4440.815,9.34,196,0.0,-52
J,4440.65,9.34,196,0.0,-52
J,4440.65,9.34,196,0.0,-52
S4,4544.025,5.05,164,0.0,-41
S4,4544.095,5.05,164,0.0,-41
S3,1367.375,300.43,66,0.0,-58
S4,4544.095,5.05,164,0.0,-27
S4,4544.095,5.05,166,0.0,-27
J,4440.835,9.34,196,0.0,-52
J,4440.825,9.34,196,0.0,-52
J,4440.895,9.34,196,0.0,-52
S4,4544.095,5.05,166,0.0,-23
J,4440.745,9.34,196,0.0,-52
S4,4544.055,5.05,166,0.0,-23
J,4440.65,9.34,196,0.0,-52
S4,4544.085,5.05,166,0.0,-23
J,4440.705,9.34,196,0.0,-52
J,4440.65,9.34,196,0.0,-52
J,4440.62,9.34,196,0.0,-52
S4,4544.075,5.05,166,0.0,-23
J,4440.95,9.34,196,0.0,-52
J,4440.56,9.34,196,0.0,-52
J,4440.755,9.34,196,0.0,-52
J,4440.62,9.34,196,0.0,-52
J,4441.01,9.34,196,0.0,-52
J,4440.65,9.34,196,0.0,-52
J,4440.66,9.34,196,0.0,-52
J,4440.97,9.34,196,0.0,-52
J,4440.97,9.34,198,0.0,-52
J,4440.66,9.34,198,0.0,-52
J,4440.59,9.34,198,0.0,-52
J,4440.94,9.34,198,0.0,-52
J,4440.61,9.34,198,0.0,-52
J,4440.745,9.34,198,0.0,-52
J,4440.68,9.34,198,0.0,-52
J,4440.705,9.34,198,0.0,-52
J,4440.58,9.34,198,0.0,-52
J,4440.6,9.34,198,0.0,-52
J,4440.58,9.34,198,0.0,-52
J,4440.58,9.34,198,0.0,-52
J,4440.885,9.34,198,0.0,-53
S4,4544.075,5.05,166,0.0,-23
J,4440.885,9.34,198,0.0,-53
J,4440.795,9.34,198,0.0,-53
J,4440.825,9.34,198,0.0,-53
J,4440.91,9.34,198,0.0,-53
J,4440.67,9.34,198,0.0,-53
J,4440.61,9.34,198,0.0,-53
J,4440.59,9.34,198,0.0,-53
J,4440.67,9.34,198,0.0,-53
S4,4544.02,5.05,166,0.0,-44
S4,4544.075,5.05,166,0.0,-44
S4,4544.055,5.05,166,0.0,-44
S4,4544.055,5.05,166,0.0,-44
J,4440.54,9.34,198,0.0,-53
J,4440.66,9.34,198,0.0,-53
J,4440.59,9.34,198,0.0,-53
J,4440.58,9.34,198,0.0,-53
J,4440.895,9.34,198,0.0,-53
J,4440.97,9.34,198,0.0,-53
J,4440.62,9.34,198,0.0,-53
S4,4544.095,5.05,166,0.0,-44
S4,4543.93,5.05,166,0.0,-44
S4,4544.045,5.05,166,0.0,-44
J,4440.62,9.34,200,0.0,-53
J,4440.94,9.34,200,0.0,-53
J,4440.66,9.34,200,0.0,-52
J,4440.885,9.34,200,0.0,-53
S4,4544.075,5.05,166,0.0,-32
J,4440.885,9.34,202,0.0,-53
S4,4544.075,5.05,168,0.0,-32
S4,4544.075,5.05,168,0.0,-32
S4,4544.075,5.05,170,0.0,-32
J,4441.05,9.34,202,0.0,-52
J,4440.745,9.34,202,0.0,-52
J,4440.825,9.34,202,0.0,-52
J,4440.845,9.34,202,0.0,-52
S4,4544.075,5.05,172,0.0,-32
S4,4544.075,5.05,175,0.0,-28
S4,4544.065,5.05,177,0.0,-28
J,4440.695,9.34,202,0.0,-52
J,4440.63,9.34,202,0.0,-52
J,4440.695,9.34,202,0.0,-52
J,4440.66,9.34,202,0.0,-52
S4,4544.065,5.05,179,0.0,-28
J,4440.66,9.34,202,0.0,-52
J,4440.97,9.34,202,0.0,-52
J,4440.56,9.34,202,0.0,-52
J,4440.64,9.34,202,0.0,-52
J,4440.66,9.34,202,0.0,-52
J,4440.66,9.34,202,0.0,-52
J,4440.66,9.34,202,0.0,-52
S4,4544.065,5.05,177,0.0,-28
J,4440.62,9.34,202,0.0,-52
J,4440.66,9.34,202,0.0,-52
J,4440.66,9.34,204,0.0,-52
J,4440.66,9.34,204,0.0,-52
J,4440.91,9.34,204,0.0,-52
J,4440.67,9.34,204,0.0,-52
J,4440.64,9.34,204,0.0,-52
J,4440.64,9.34,204,0.0,-52
S4,4544.065,5.05,179,0.0,-28
S4,4544.065,5.05,179,0.0,-26
J,4440.895,9.34,204,0.0,-55
J,4440.59,9.34,204,0.0,-52
J,4440.695,9.34,204,0.0,-52
J,4440.58,9.34,204,0.0,-52
J,4440.58,9.34,204,0.0,-52
J,4440.62,9.34,204,0.0,-53
J,4440.96,9.34,204,0.0,-52
J,4440.62,9.34,204,0.0,-52
J,4440.62,9.34,204,0.0,-52
J,4440.57,9.34,204,0.0,-51
J,4440.61,9.34,204,0.0,-51
J,4440.63,9.34,201,0.0,-51
S4,4544.075,5.05,179,0.0,-26
J,4440.63,9.34,197,0.0,-51
J,4440.64,9.34,197,0.0,-51
J,4440.69,9.34,197,0.0,-51
J,4440.815,9.34,197,0.0,-51
J,4440.815,9.34,197,0.0,-51
J,4440.815,9.34,197,0.0,-51
J,4440.66,9.34,197,0.0,-51
J,4440.97,9.34,197,0.0,-51
J,4440.6,9.34,197,0.0,-51
J,4440.695,9.34,197,0.0,-51
S4,4544.045,5.05,179,0.0,-26
J,4440.695,9.34,199,0.0,-51
J,4440.695,9.34,202,0.0,-51
J,4440.59,9.34,202,0.0,-51
J,4440.92,9.34,202,0.0,-51
J,4440.61,9.34,202,0.0,-51
S1,1376.235,225.91,174,0.0,-65
J,4440.65,9.34,202,0.0,-51
S4,4544.045,5.05,181,0.0,-28
J,4440.65,9.34,202,0.0,-51
J,4440.65,9.34,204,0.0,-51
J,4440.65,9.34,204,0.0,-51
J,4440.62,9.34,204,0.0,-51
J,4440.61,9.34,204,0.0,-51
J,4440.865,9.34,204,0.0,-51
J,4440.865,9.34,204,0.0,-51
S4,4544.045,5.05,178,0.0,-28
J,4440.715,9.34,204,0.0,-51
J,4440.64,9.34,204,0.0,-51
J,4440.54,9.34,204,0.0,-51
J,4440.69,9.34,204,0.0,-51
J,4440.69,9.34,204,0.0,-51
J,4440.64,9.34,204,0.0,-51
J,4440.66,9.34,204,0.0,-51
J,4440.705,9.34,204,0.0,-51
S1,1425.9,4.33,174,0.0,-64
J,4440.705,9.34,204,0.0,-51
S1,1425.9,4.33,174,0.0,-64
J,4440.705,9.34,206,0.0,-51
J,4440.705,9.34,208,0.0,-51
S4,4544.045,5.05,175,0.0,-29
S4,4544.045,5.05,175,0.0,-29
S4,4544.045,5.05,175,0.0,-29
J,4440.705,9.34,210,0.0,-51
J,4440.835,9.34,210,0.0,-51
J,4440.6,9.34,210,0.0,-51
J,4440.98,9.34,210,0.0,-51
S4,4544.045,5.05,177,0.0,-29
S4,4544.045,5.05,177,0.0,-26
S4,4544.045,5.05,179,0.0,-26
S4,4544.045,5.05,179,0.0,-26
S4,4544.045,5.05,181,0.0,-26
S4,4544.045,5.05,181,0.0,-26
J,4440.69,9.34,210,0.0,-51
J,4440.57,9.34,210,0.0,-51
S1,1425.9,4.33,167,0.0,-64
J,4440.57,9.34,210,0.0,-51
J,4440.57,9.34,206,0.0,-51
S4,4544.045,5.05,178,0.0,-26
J,4440.63,9.34,206,0.0,-51
J,4440.64,9.34,206,0.0,-51
J,4440.875,9.34,206,0.0,-51
J,4440.725,9.34,206,0.0,-51
J,4440.61,9.34,206,0.0,-51
J,4440.69,9.34,206,0.0,-51
J,4440.69,9.34,206,0.0,-51
J,4440.695,9.34,206,0.0,-51
J,4440.695,9.34,206,0.0,-51
J,4440.695,9.34,208,0.0,-51
J,4440.61,9.34,208,0.0,-51
J,4440.67,9.34,208,0.0,-53
J,4440.825,9.34,208,0.0,-50
J,4440.97,9.34,208,0.0,-50
J,4440.93,9.34,208,0.0,-50
J,4440.93,9.34,208,0.0,-50
J,4440.705,9.34,208,0.0,-50
J,4440.64,9.34,208,0.0,-50
J,4440.725,9.34,208,0.0,-53
J,4440.725,9.34,208,0.0,-53
S4,4544.045,5.05,180,0.0,-26
J,4440.66,9.34,208,0.0,-50
S4,4544.045,5.05,182,0.0,-27
S4,4544.045,5.05,184,0.0,-27
S4,4531.74,3.25,0,0.0,-127
J,4440.66,9.34,208,0.0,-50
S4,4544.045,5.05,186,0.0,-27
S4,4544.045,5.05,189,0.0,-27
J,4440.62,9.34,208,0.0,-50
J,4440.69,9.34,208,0.0,-50
J,4440.785,9.34,208,0.0,-53
J,4440.67,9.34,208,0.0,-50
J,4440.59,9.34,208,0.0,-50
J,4440.59,9.34,210,0.0,-50
S4,4544.045,5.05,191,0.0,-27
J,4440.64,9.34,210,0.0,-50
J,4440.64,9.34,210,0.0,-50
J,4441.135,9.34,210,0.0,-50
S4,4544.045,5.05,193,0.0,-27
J,4440.65,9.34,210,0.0,-50
J,4440.715,9.34,210,0.0,-50
S4,4544.045,5.05,195,0.0,-27
J,4440.715,9.34,212,0.0,-50
S4,4544.095,5.05,197,0.0,-27
S4,4531.74,3.25,0,-4.57,-127
S4,4544.095,5.05,200,0.0,-27
J,4400.715,9.34,212,0.0,-50
J,4400.775,9.34,212,0.0,-51
J,4400.9,9.34,212,0.0,-50
J,4400.66,9.34,212,0.0,-50
J,4400.65,9.34,212,0.0,-50
J,4400.59,9.34,212,0.0,-50
J,4400.765,9.34,212,0.0,-50
J,4400.895,9.34,212,0.0,-50
J,4400.66,9.34,212,0.0,-50
S4,4544.095,5.05,204,0.0,-27
S4,4544.095,5.05,204,0.0,-27
S4,4544.095,5.05,206,0.0,-27
J,4400.66,9.34,209,0.0,-50
S4,4544.095,5.05,208,0.0,-27
S4,4544.095,5.05,211,0.0,-27
S4,4544.095,5.05,211,0.0,-29
J,4400.65,9.34,209,0.0,-50
S4,4544.095,5.05,213,0.0,-31
J,4400.68,9.34,209,0.0,-50
J,4400.56,9.34,209,0.0,-50
J,4401.5,9.34,209,0.0,-50
S4,4544.095,5.05,213,0.0,-31
J,4400.67,9.34,209,0.0,-50
J,4400.93,9.34,209,0.0,-50
S4,4544.085,5.05,213,0.0,-31
J,4400.93,9.34,206,0.0,-50
J,4400.93,9.34,206,0.0,-50
S4,4544.085,5.05,209,0.0,-31
J,4400.69,9.34,206,0.0,-50
S4,4544.085,5.05,204,0.0,-31
J,4400.61,9.34,206,0.0,-50
J,4400.63,9.34,206,0.0,-51
J,4400.68,9.34,206,0.0,-50
J,4400.69,9.34,206,0.0,-50
J,4400.715,9.34,206,0.0,-50
J,4400.6,9.34,206,0.0,-51
J,4400.59,9.34,206,0.0,-51
J,4400.64,9.34,206,0.0,-51
J,4400.61,9.34,206,0.0,-51
S4,4544.085,5.05,199,0.0,-31
S4,4544.085,5.05,0,-25.66,-31
J,4400.61,9.34,208,0.0,-51
J,4400.63,9.34,208,0.0,-51
J,4400.93,9.34,208,0.0,-51
J,4400.735,9.34,208,0.0,-51
J,4400.825,9.34,208,0.0,-51
J,4400.67,9.34,208,0.0,-51
J,4400.59,9.34,208,0.0,-51
J,4400.94,9.34,208,0.0,-51
J,4400.94,9.34,210,0.0,-51
J,4400.755,9.34,210,0.0,-51
J,4400.66,9.34,210,0.0,-51
J,4400.69,9.34,210,0.0,-51
J,4400.66,9.34,210,0.0,-51
J,4400.825,9.34,210,0.0,-51
J,4400.57,9.34,210,0.0,-51
J,4400.705,9.34,210,0.0,-51
J,4400.66,9.34,210,0.0,-51
J,4400.69,9.34,210,0.0,-51
J,4400.835,9.34,210,0.0,-51
J,4400.6,9.34,210,0.0,-51
J,4400.6,9.34,210,1.58,-51
J,4400.745,9.34,210,1.58,-51
J,4400.695,9.34,210,1.58,-48
J,4400.59,9.34,210,1.58,-48
J,4400.65,9.34,210,1.58,-48
J,4400.66,9.34,210,1.58,-48
J,4400.875,9.34,210,1.58,-48
J,4400.68,9.34,210,1.58,-48
J,4400.68,9.34,210,1.58,-48
J,4400.64,9.34,210,1.58,-48
J,4400.715,9.34,210,1.58,-48
J,4400.715,9.34,210,1.58,-48
J,4400.715,9.34,210,1.58,-48
J,4400.705,9.34,210,1.58,-48
J,4400.815,9.34,210,1.58,-48
J,4400.56,9.34,210,1.58,-48
J,4400.54,9.34,210,1.58,-48
J,4400.63,9.34,210,1.58,-48
S3,1397.355,300.43,75,0.0,-53
J,4400.9,9.34,210,1.58,-48
S3,1367.375,300.43,75,0.0,-53
J,4400.57,9.34,210,1.58,-48
J,4400.57,9.34,210,1.58,-48
J,4400.6,9.34,210,1.58,-48
J,4400.51,9.34,210,1.58,-48
J,4400.51,9.34,210,1.58,-48
S3,1367.375,300.43,75,0.0,-53
J,4400.65,9.34,210,1.58,-48
J,4400.65,9.34,210,3.1,-48
J,4400.855,9.34,210,3.1,-48
J,4408.15,9.34,210,3.1,-48
J,4408.15,9.34,210,5.35,-48
J,4403.18,9.34,210,5.35,-48
J,4405.845,9.34,210,5.35,-48
J,4405.845,9.34,210,5.35,-47
J,4405.695,9.34,210,5.35,-47
J,4408.16,9.34,210,5.35,-47
J,4408.355,9.34,210,5.35,-47
J,4408.18,9.34,210,5.35,-47
J,4408.44,9.34,210,5.35,-47
J,4405.64,9.34,210,5.35,-47
J,4405.66,9.34,210,5.35,-47
J,4405.65,9.34,210,5.35,-47
J,4405.93,9.34,210,5.35,-47
J,4403.205,9.34,210,5.35,-47
J,4403.305,9.34,210,5.35,-47
J,4403.19,9.34,210,5.35,-47
J,4403.19,9.34,210,5.35,-47
J,4400.65,9.34,210,5.35,-47
J,4400.69,9.34,210,5.35,-47
J,4400.66,9.34,210,5.35,-47
J,4400.6,9.34,210,5.35,-47
J,4395.58,9.34,210,5.35,-47
J,4398.08,9.34,210,5.35,-47
J,4398.11,9.34,210,5.35,-47
