Name,Freq(MHz),PW(µs),Azimuth(º),Elevation(º),Power(dBm)
J,4405.61,9.25,196,-1.53,-40
S1,1425.96,4.33,234,0.0,-26
J,4403.15,9.34,329,2.66,-50
F,4331.45,1.6,165,0.0,-59
S1,1376.32,226.0,252,0.0,-59
J,4445.705,9.37,337,0.42,-54
J,4400.6,9.34,329,2.66,-50
J,4405.57,9.25,201,-4.7,-38
J,4408.06,9.25,199,-5.24,-38
J,4395.845,9.25,205,-5.53,-35
J,4395.64,9.34,111,-9.48,-45
J,4400.63,9.28,163,0.0,-59
J,4398.11,9.25,201,-4.7,-38
J,4398.08,9.25,214,-1.4,-36
S4,4544.095,4.81,324,-1.15,-46
S4,4544.065,5.05,5,0.0,-44
J,4400.795,9.28,163,3.74,-54
J,4400.6,9.25,187,0.0,-44
S3,1411.175,4.42,289,0.0,-38
J,4398.13,9.25,211,-1.4,-36
J,4400.6,9.34,101,11.25,-48
S1,1376.4,226.03,49,0.0,-64
J,4405.63,9.37,231,14.82,-32
J,4393.04,9.25,189,-1.35,-43
J,4398.1,9.25,202,-6.02,-38
S3,1411.185,4.72,76,0.0,-63
S3,1411.145,4.39,194,0.0,-55
J,4435.745,9.37,328,-1.55,-50
J,4405.64,9.34,330,2.66,-47
J,4403.08,9.34,207,12.51,-45
S3,1411.145,4.39,144,0.0,-53
J,4445.705,9.37,319,-5.48,-47
J,4398.12,9.37,285,30.78,-31
S3,1392.525,4.57,280,0.0,-62
J,4403.03,9.34,326,4.75,-44
J,4395.66,9.37,9,2.38,-49
S4,4544.055,5.26,292,0.95,-40
J,4408.295,9.34,331,4.92,-54
J,4448.4,9.37,320,-7.8,-46
J,4400.795,9.25,195,-2.76,-39
J,4395.57,9.34,307,-7.02,-34
J,4448.09,9.37,317,-5.48,-47
J,4440.835,9.37,316,-13.66,-43
S4,4544.045,5.5,0,0.0,-127
J,4400.54,9.25,193,-0.5,-40
S4,4544.055,5.2,49,-6.49,-33
J,4400.53,9.25,216,-0.35,-37
J,4433.43,9.37,339,-1.05,-52
S3,1411.175,4.51,259,0.0,-50
J,4435.63,9.37,301,-14.95,-44
J,4395.865,9.34,207,12.11,-45
J,4400.61,9.34,327,3.81,-47
S4,4544.065,5.2,24,-5.35,-43
J,4403.355,9.25,189,0.0,-44
S3,1411.135,4.39,54,0.0,-48
J,4395.66,9.25,197,-3.79,-38
J,4438.355,9.37,332,-2.65,-52
S3,1411.195,4.45,270,0.0,-66
J,4445.54,9.37,339,-1.05,-52
J,4403.08,9.25,196,-1.53,-40
J,4403.13,9.25,193,-0.5,-40
J,4400.705,9.37,233,21.94,-32
S1,1425.9,4.51,182,0.0,-28
J,4400.64,9.25,197,-3.79,-38
J,4393.13,9.25,205,-4.32,-35
J,4405.66,9.25,189,-1.35,-42
J,4403.305,9.25,201,-32.92,-32
S1,1376.4,226.03,307,0.0,-53
S1,1425.895,4.39,53,0.0,-62
F,4331.45,1.84,43,0.0,-40
S1,1376.305,226.0,6,0.0,-49
J,4445.63,9.37,304,-16.29,-44
J,4405.6,9.25,193,-0.5,-40
J,4395.95,9.37,9,2.38,-49
J,4400.52,9.25,185,-24.0,-32
S3,1411.215,4.72,73,0.0,-62
J,4405.815,9.25,189,-1.35,-42
J,4398.07,9.34,105,-11.44,-47
S1,1425.9,4.27,242,0.0,-52
S1,1375.93,4.3,332,0.0,-23
J,4448.08,9.37,313,-19.96,-43
J,4393.17,9.34,207,11.43,-45
S3,1392.66,4.3,41,0.0,-53
J,4405.62,9.25,217,-1.4,-37
S2,1431.265,30.97,25,0.0,-42
S1,1376.32,243.28,246,0.0,-8
S1,1425.95,4.39,311,0.0,-60
S1,1425.92,4.3,357,0.0,-20
J,4398.15,9.34,326,2.66,-49
J,4395.63,9.25,214,-1.42,-37
S3,1411.155,4.51,245,0.0,-56
J,4395.63,9.25,205,-5.53,-35
S4,4544.0,5.2,49,-7.84,-33
J,4398.11,9.34,210,5.35,-47
J,4405.64,9.25,193,-0.5,-40
S1,1376.125,4.33,1,0.0,-65
J,4438.46,9.37,301,-14.95,-44
J,4398.07,9.25,215,-0.35,-37
F,4331.33,1.6,137,0.0,-36
J,4400.61,9.34,320,-6.79,-37
S2,1388.695,30.88,311,0.0,-64
S4,4544.065,5.05,177,0.0,-28
S1,1426.41,226.09,289,0.0,-11
S1,1425.9,9.55,341,0.0,-10
S2,1439.955,4.48,0,-90.0,-75
S1,1375.98,226.18,191,0.0,-26
S3,1368.01,245.47,23,0.0,-50
J,4400.65,9.25,201,-5.9,-38
S1,1376.195,232.0,203,0.0,-27
S1,1376.39,4.24,0,0.0,-19
S2,1439.995,4.57,0,-52.38,-66
S4,4544.055,5.2,49,-6.49,-33
S1,1375.98,4.51,7,0.0,-58
F,4331.47,1.6,358,0.0,-40
J,4443.13,9.37,319,-10.07,-43
J,4440.63,9.37,316,-14.84,-44
J,4438.14,9.37,310,-19.96,-43
J,4403.295,9.25,193,-0.5,-39
J,4398.315,9.34,331,4.92,-53
J,4393.11,9.34,332,3.8,-50
J,4403.12,9.34,327,5.05,-46
J,4403.03,9.25,217,-0.35,-37
S1,1376.125,226.72,291,0.0,-12
J,4400.59,9.25,197,-3.79,-38
F,4331.245,1.6,336,0.0,-41
J,4400.865,9.25,215,-0.35,-37
S2,1431.235,31.0,37,0.0,-56
S4,4544.045,5.2,76,2.36,-36
S4,4544.065,5.26,305,0.95,-40
J,4400.52,9.25,183,-24.0,-32
J,4445.59,9.37,319,-7.73,-45
J,4400.6,9.34,326,2.14,-43
S2,1431.305,301.21,18,0.0,-51
J,4408.17,9.34,209,11.03,-45
F,4330.865,1.66,136,0.0,-16
J,4395.59,9.37,242,26.1,-32
J,4395.55,9.25,205,-6.02,-38
S3,1411.155,4.42,122,0.0,-40
J,4395.895,9.25,193,-0.5,-40
J,4400.845,9.34,25,0.0,-60
J,4395.66,9.25,192,-0.32,-40
J,4405.835,9.37,249,25.57,-32
J,4400.54,9.37,190,0.0,-58
J,4400.62,9.28,169,4.89,-54
J,4393.255,9.37,7,3.45,-53
J,4400.65,9.37,188,0.0,-57
J,4408.14,9.25,193,-0.5,-39
S1,1425.9,4.33,174,0.0,-64
J,4400.58,9.34,104,-11.16,-46
J,4395.6,9.25,196,-0.5,-40
S2,1439.955,4.48,0,0.0,-75
J,4398.18,9.34,332,2.51,-51
J,4403.13,9.25,192,-0.32,-42
S4,4544.095,5.05,11,-14.01,-44
J,4408.13,9.34,335,2.51,-52
J,4403.13,9.25,191,-1.35,-42
J,4403.11,9.25,214,-1.4,-37
J,4398.08,9.25,192,-0.32,-40
J,4395.795,9.34,213,8.04,-46
J,4395.64,9.34,327,6.34,-46
J,4400.59,9.34,105,-11.44,-47
J,4403.11,9.34,333,2.51,-52
J,4398.11,9.25,193,-0.5,-39
J,4398.195,9.16,146,1.05,-51
S3,1368.11,4.48,23,0.0,-47
J,4393.07,9.25,205,-6.02,-38
J,4403.12,9.34,209,11.03,-45
S4,4544.065,5.05,0,0.0,-127
J,4403.13,9.25,201,-7.71,-38
J,4443.205,9.37,323,-6.52,-47
J,4408.18,9.34,326,6.18,-44
J,4393.03,9.25,191,-1.35,-42
S3,1368.12,245.38,216,0.0,-63
J,4400.69,9.34,29,0.0,-60
J,4400.57,9.34,326,2.14,-42
J,4398.18,9.34,304,-8.55,-34
J,4440.67,9.34,208,0.0,-53
S4,4544.065,5.05,42,0.0,-44
J,4395.64,9.25,189,0.0,-43
F,4331.42,1.93,249,0.0,-13
F,4331.44,1.63,6,0.0,-30
J,4445.775,9.37,325,-1.05,-52
J,4445.93,9.37,319,-6.52,-47
J,4448.46,9.37,332,-1.05,-52
J,4395.6,9.25,199,-3.79,-38
J,4398.1,9.34,310,-8.03,-34
J,4408.1,9.34,213,8.04,-46
J,4408.325,9.34,324,8.47,-45
S1,1425.835,4.27,22,0.0,-127
J,4408.11,9.34,317,-6.77,-35
J,4398.13,9.25,185,-41.18,-32
J,4400.835,9.34,112,-13.58,-46
J,4398.13,9.37,254,24.06,-31
S3,1411.165,4.51,20,0.0,-66
J,4405.61,9.25,213,-0.35,-37
J,4398.11,9.25,208,-9.3,-35
J,4408.18,9.34,210,5.35,-47
J,4400.62,9.25,205,-6.02,-38
J,4435.68,9.37,316,-12.25,-43
J,4400.63,9.34,323,-2.04,-39
S1,1425.55,4.27,192,0.0,-25
S1,1376.265,226.03,98,0.0,-64
J,4403.1,9.25,189,-1.35,-42
J,4403.09,9.25,202,-3.62,-38
S3,1411.145,4.39,190,0.0,-46
S3,1411.175,4.63,194,0.0,-65
S4,4544.095,4.81,340,1.53,-49
S1,1376.33,226.03,165,0.0,-23
S1,1425.94,4.39,278,0.0,-53
S4,4544.055,5.5,226,0.0,-40
J,4393.19,9.34,103,-7.06,-48
J,4445.825,9.37,316,-11.18,-43
S4,4544.075,4.81,337,0.32,-46
J,4403.14,9.34,301,-10.12,-34
J,4393.13,9.25,189,-1.35,-42
F,4331.42,1.9,320,0.0,-31
J,4408.305,9.34,331,3.73,-52
S1,1426.08,4.39,149,0.0,-55
S1,1425.745,4.39,171,0.0,-24
S4,4544.065,4.81,328,-2.58,-44
J,4398.365,9.34,327,3.81,-47
J,4395.835,9.25,191,-1.35,-42
S3,1397.2,300.37,185,0.0,-52
J,4403.15,9.25,201,-5.9,-38
J,4395.6,9.25,195,-2.8,-39
S3,1368.17,245.14,339,0.0,-40
J,4435.63,9.37,316,-14.84,-44
J,4400.55,9.37,235,24.61,-32
S1,1425.885,4.33,357,0.0,-22
J,4405.775,9.25,197,-3.79,-38
J,4398.14,9.25,175,-39.19,-32
J,4395.58,9.25,175,-29.54,-32
J,4405.63,9.25,197,-3.79,-38
J,4408.345,9.37,122,-25.66,-49
J,4405.63,9.34,207,11.43,-45
J,4403.15,9.25,215,-0.35,-37
J,4438.18,9.37,339,-1.05,-52
J,4448.12,9.37,321,-4.1,-49
J,4395.6,9.16,146,3.4,-52
S3,1399.145,4.3,174,0.0,-56
S4,4544.065,5.2,49,-7.84,-34
J,4405.61,9.25,214,-1.42,-37
S1,1425.92,4.33,158,0.0,-26
J,4393.13,9.34,327,7.41,-45
J,4403.08,9.25,217,-0.35,-37
S1,1376.255,226.12,292,0.0,-11
S1,1425.95,4.3,343,0.0,-56
S2,1439.995,4.57,0,0.0,-75
S3,1411.185,4.48,178,0.0,-60
S1,1376.34,4.18,4,0.0,-52
J,4440.885,9.37,319,-8.83,-45
J,4438.19,9.37,332,-1.55,-51
J,4400.66,9.34,207,10.72,-45
F,4331.37,1.6,188,0.0,-25
S4,4544.02,4.81,331,0.32,-46
S4,4544.075,5.05,42,0.0,-42
S1,1376.32,226.03,337,0.0,-50
S1,1425.875,4.24,357,0.0,-13
J,4398.15,9.37,157,18.92,-43
J,4405.64,9.34,335,2.51,-51
J,4408.17,9.34,323,-2.04,-39
F,4331.955,1.57,353,0.0,-43
J,4403.15,9.34,327,3.81,-47
S4,4544.055,4.81,324,-1.15,-46
S1,1376.32,241.12,108,0.0,-12
J,4395.62,9.37,227,6.12,-33
J,4393.1,9.16,146,1.05,-51
J,4400.805,9.34,209,11.03,-45
J,4395.69,9.34,207,11.43,-45
J,4405.855,9.25,195,-2.8,-39
J,4440.96,9.37,307,-18.4,-43
S4,4544.085,4.81,324,-6.51,-47
J,4405.55,9.25,205,-6.02,-38
S1,1376.175,226.0,205,0.0,-8
J,4400.55,9.28,161,5.65,-57
J,4395.805,9.25,189,-1.35,-42
J,4395.875,9.34,213,8.04,-46
J,4395.61,9.34,323,-4.07,-37
J,4395.61,9.37,295,42.96,-35
S1,1425.9,4.03,202,0.0,-62
J,4440.865,9.37,316,-14.84,-43
J,4400.61,9.34,328,2.66,-47
S3,1368.12,245.2,17,0.0,-60
J,4400.61,9.25,214,-1.42,-37
J,4393.315,9.25,195,-0.32,-42
J,4393.09,9.25,196,-1.53,-40
J,4400.815,9.25,207,-2.42,-38
S3,1411.135,4.51,199,0.0,-43
J,4405.65,9.34,105,-5.84,-47
S2,1431.235,30.82,55,0.0,-65
S4,4544.055,5.05,359,0.0,-50
J,4433.16,9.37,323,-6.52,-47
J,4440.755,9.37,340,24.92,-54
S1,1425.95,4.33,355,0.0,-47
J,4398.06,9.37,12,2.23,-53
J,4398.12,9.25,189,-1.35,-43
S1,1425.97,2.53,270,0.0,-62
F,4331.38,1.78,0,-30.59,-24
J,4405.55,9.25,207,-2.42,-38
J,4433.06,9.37,316,-18.2,-43
J,4403.295,9.34,327,3.81,-47
J,4408.07,9.25,175,-32.35,-32
S3,1411.165,4.45,149,0.0,-45
J,4395.775,9.25,205,-4.32,-35
S1,1425.9,4.33,330,0.0,-56
S1,1375.98,4.39,20,0.0,-29
J,4400.58,9.25,189,-1.35,-43
J,4408.4,9.25,189,-1.35,-42
J,4398.05,9.25,211,-1.4,-36
J,4408.07,9.25,203,-6.02,-38
J,4393.09,9.34,207,11.43,-45
J,4395.65,9.34,320,-6.79,-37
J,4403.12,9.25,187,0.0,-44
J,4395.59,9.25,192,-0.32,-40
J,4395.61,9.25,189,0.0,-44
S1,1376.5,236.68,292,0.0,-12
J,4395.62,9.25,182,-39.19,-32
J,4398.1,9.25,191,-0.32,-42
S4,4544.055,5.2,86,4.95,-40
J,4395.755,9.25,182,-39.19,-32
J,4400.895,9.34,335,2.51,-52
J,4403.12,9.25,199,-5.24,-38
J,4443.15,9.37,316,-11.18,-43
F,4331.37,1.6,335,0.0,-54
J,4393.1,9.25,193,-0.5,-40
J,4440.765,9.37,334,4.18,-54
S1,1376.235,2.41,29,0.0,-39
J,4395.64,9.25,191,-1.35,-42
J,4400.67,9.34,110,-13.58,-45
S4,4544.075,5.5,226,0.0,-40
S3,1411.275,4.57,25,0.0,-52
J,4408.14,9.25,193,-0.5,-39
J,4438.11,9.37,321,-4.1,-49
J,4445.59,9.37,319,-10.07,-43
J,4445.715,9.37,334,7.17,-54
S3,1392.6,300.4,28,0.0,-64
S1,1376.39,226.03,52,0.0,-56
J,4403.14,9.34,332,3.8,-50
S4,4544.075,5.08,0,0.0,-127
J,4405.56,9.34,326,4.75,-43
J,4400.56,9.25,189,0.0,-44
S3,1411.155,4.48,186,0.0,-44
J,4445.63,9.37,330,-4.98,-53
S1,1376.01,226.09,111,0.0,-10
S4,4544.065,5.2,29,-16.22,-38
J,4440.68,9.37,319,-7.73,-44
S3,1411.185,4.48,178,0.0,-67
S1,1425.745,4.18,331,0.0,-26
J,4400.875,9.25,189,-1.35,-43
J,4408.13,9.34,207,11.43,-45
S3,1411.145,4.39,183,0.0,-37
J,4443.18,9.37,325,-1.05,-52
J,4400.62,9.28,161,4.42,-56
J,4438.385,9.37,319,-7.73,-44
J,4398.11,9.25,189,0.0,-44
J,4400.845,9.34,115,-9.48,-44
F,4331.35,1.57,2,0.0,-35
J,4400.64,9.25,192,-1.53,-40
J,4403.205,9.37,8,0.0,-55
J,4445.54,9.37,301,-14.95,-44
J,4435.66,9.37,316,-11.18,-43
J,4400.54,9.25,211,-1.4,-36
J,4440.895,9.34,193,0.0,-53
J,4395.6,9.25,197,-41.49,-32
S4,4544.085,1.39,356,-1.22,-40
J,4395.62,9.34,104,-5.84,-46
S4,4544.045,5.05,163,0.0,-47
S1,1425.9,4.24,164,0.0,-62
S1,1376.39,226.03,32,0.0,-56
J,4400.53,9.25,197,-3.79,-38
S4,4544.045,5.05,165,0.0,-44
S3,1368.05,245.47,21,0.0,-44
J,4398.09,9.34,323,-2.04,-39
S1,1376.315,226.12,1,0.0,-15
J,4403.305,9.25,189,0.0,-43
J,4403.275,9.25,201,-4.7,-38
S1,1426.305,225.88,355,0.0,-13
S2,1392.62,300.4,355,0.0,-55
S1,1376.195,4.33,357,0.0,-22
J,4395.66,9.34,323,-2.04,-39
J,4395.91,9.25,205,-3.62,-38
J,4398.15,9.34,110,-11.66,-45
S3,1411.205,4.39,23,0.0,-51
J,4393.315,9.34,326,2.66,-47
J,4393.12,9.25,197,-3.79,-38
J,4400.845,9.34,95,11.25,-48
F,4331.41,1.87,348,0.0,-127
S3,1411.195,4.45,217,0.0,-47
J,4398.12,9.25,194,-1.53,-40
J,4435.64,9.37,339,0.42,-54
J,4400.785,9.34,213,6.85,-46
J,4400.705,9.4,199,0.0,-60
J,4408.11,9.37,251,24.06,-32
J,4395.865,9.25,192,-0.32,-40
J,4395.64,9.25,196,-0.5,-40
J,4400.62,9.37,227,10.76,-33
S1,1376.4,4.27,336,0.0,-61
J,4403.19,9.34,210,5.35,-47
J,4403.11,9.34,335,2.51,-52
J,4405.58,9.25,202,-3.62,-38
S1,1425.865,4.39,108,0.0,-127
J,4395.68,9.37,19,0.0,-52
J,4400.57,9.34,323,-5.25,-37
J,4403.355,9.34,304,-10.12,-34
J,4405.91,9.25,197,-3.79,-38
S1,1426.0,225.82,110,0.0,-10
S4,4544.055,4.81,340,1.53,-49
J,4403.0,9.25,189,-1.35,-43
J,4405.6,9.16,146,2.13,-51
J,4395.68,9.25,195,-0.5,-39
J,4405.67,9.34,207,12.51,-45
J,4400.61,9.25,195,-0.5,-39
S3,1411.145,4.39,159,0.0,-37
J,4433.18,9.37,330,-2.65,-52
J,4435.69,9.37,313,-18.2,-43
J,4403.1,9.34,207,11.43,-45
S1,1425.91,4.33,97,0.0,-39
J,4435.66,9.37,319,-8.9,-44
S1,1425.745,4.39,171,0.0,-24
J,4405.845,9.34,326,4.75,-43
J,4398.15,9.25,189,-1.35,-42
J,4408.1,9.25,189,-1.35,-42
S3,1411.115,4.57,343,0.0,-52
S3,1411.295,4.42,160,0.0,-56
J,4405.64,9.25,197,-3.79,-38
J,4408.14,9.34,335,2.51,-52
J,4405.64,9.34,210,9.46,-46
J,4395.66,9.25,196,-0.5,-40
J,4405.65,9.25,199,-5.24,-38
J,4408.05,9.25,201,-4.7,-38
J,4400.57,9.37,244,29.23,-32
J,4405.63,9.25,196,-0.5,-40
S3,1411.195,4.51,355,0.0,-57
J,4403.14,9.34,213,8.04,-46
J,4408.07,9.25,202,-3.62,-38
J,4395.62,9.34,326,4.75,-44
J,4400.59,9.25,191,-1.35,-42
F,4331.48,1.84,0,-18.63,-28
J,4400.705,9.37,10,2.23,-52
S3,1411.165,4.51,24,0.0,-56
J,4440.91,9.37,339,-1.05,-52
J,4445.67,9.37,307,-16.29,-43
J,4408.16,9.25,182,-39.19,-32
F,4331.47,1.57,358,0.0,-43
S3,1368.11,245.14,4,0.0,-49
J,4398.11,9.25,191,-1.35,-42
J,4408.16,9.25,192,-0.32,-40
S4,4544.28,5.2,29,-15.74,-38
J,4440.835,9.37,307,-16.09,-43
S1,1376.315,226.78,161,0.0,-25
J,4398.14,9.34,326,3.19,-43
S4,4544.135,5.26,310,-3.0,-47
S1,1425.93,4.39,354,0.0,-30
S1,1375.885,4.24,197,0.0,-24
J,4395.63,9.25,199,-3.79,-38
S3,1411.205,4.39,19,0.0,-52
J,4440.57,9.37,339,-1.05,-52
J,4400.63,9.25,207,-2.42,-38
J,4398.315,9.25,195,-0.32,-42
J,4403.11,9.34,327,5.05,-47
J,4395.59,9.25,211,-3.13,-36
S3,1368.13,245.32,156,0.0,-56
J,4403.14,9.37,157,18.92,-43
J,4405.65,9.25,195,-3.82,-39
J,4448.395,9.37,335,-4.98,-53
J,4405.66,9.34,210,5.35,-46
F,4331.33,1.87,330,0.0,-24
J,4398.06,9.25,216,-0.35,-37
J,4398.12,9.25,214,-1.4,-37
J,4403.16,9.34,207,11.43,-45
J,4448.225,9.37,335,-4.98,-52
S1,1376.215,226.03,45,0.0,-30
J,4400.64,9.28,162,8.61,-57
J,4400.57,9.25,178,-39.19,-32
J,4395.6,9.37,10,2.23,-52
J,4405.68,9.25,195,-2.8,-39
J,4405.59,9.37,240,24.61,-32
S3,1411.185,4.48,107,0.0,-61
F,4331.39,1.87,222,0.0,-24
S3,1399.085,30.73,87,0.0,-48
S2,1431.295,301.21,327,0.0,-49
S3,1368.11,244.96,46,0.0,-56
S1,1376.1,2.08,27,0.0,-71
J,4440.715,9.37,339,-1.05,-52
J,4445.68,9.37,323,-6.52,-47
S4,4544.065,5.2,21,-20.39,-74
J,4443.09,9.37,320,-6.92,-47
J,4395.53,9.25,211,-3.13,-36
F,4331.45,1.6,219,0.0,-58
J,4395.53,9.25,205,-3.62,-38
J,4435.66,9.37,325,-1.05,-52
S1,1376.0,226.27,213,0.0,-7
S2,1388.715,30.88,173,0.0,-63
S4,4544.065,5.05,359,0.0,-51
S3,1411.09,4.42,279,0.0,-56
J,4403.41,9.37,242,26.1,-32
J,4403.17,9.25,189,0.0,-44
J,4405.65,9.25,193,-0.5,-39
J,4405.695,9.25,189,-1.35,-42
S1,1376.33,4.39,179,0.0,-49
J,4438.205,9.37,310,-19.96,-43
S4,4544.065,5.26,273,2.99,-41
J,4405.63,9.25,189,0.0,-43
J,4400.56,9.37,163,12.15,-53
S3,1411.145,4.39,23,0.0,-45
F,4330.745,1.96,180,0.0,-127
J,4393.09,9.37,295,30.25,-31
S4,4546.065,5.2,24,-20.39,-120
S1,1376.315,226.0,344,0.0,-54
J,4403.1,9.25,193,-0.5,-40
J,4400.9,9.28,161,8.61,-56
J,4398.04,9.25,211,-1.4,-36
S4,4544.055,5.05,37,-4.59,-38
J,4403.18,9.25,195,-3.82,-39
S3,1368.205,246.13,275,0.0,-59
J,4443.18,9.37,324,-1.55,-50
J,4403.11,9.25,202,-3.62,-38
J,4400.54,9.34,332,3.8,-50
S2,1431.4,301.18,289,0.0,-62
J,4403.335,9.34,326,6.18,-44
J,4400.63,9.34,317,-6.77,-35
S1,1425.92,4.39,326,0.0,-57
J,4440.92,9.37,339,-1.05,-52
S1,1426.115,226.12,198,0.0,-24
S3,1411.175,4.48,41,0.0,-61
F,4331.37,1.84,0,0.0,-127
J,4400.54,9.25,217,-0.35,-37
J,4395.875,9.34,327,5.05,-47
J,4395.57,9.25,194,-1.53,-40
J,4408.15,9.34,207,11.97,-45
J,4405.64,9.25,192,-0.32,-42
J,4443.375,9.37,301,-14.95,-44
S4,4544.055,5.5,236,0.0,-35
S3,1411.175,4.51,302,0.0,-55
J,4438.1,9.37,326,-3.96,-52
J,4400.66,9.37,156,11.09,-65
J,4400.6,9.34,116,-7.26,-44
S1,1425.96,4.33,162,0.0,-59
J,4433.18,9.37,320,-6.52,-47
S4,4544.085,5.05,41,-2.82,-33
S4,4544.095,5.5,13,-2.38,-43
J,4400.57,9.25,192,-0.32,-40
J,4395.815,9.25,175,-37.68,-32
J,4448.18,9.37,321,-4.1,-49
J,4400.57,9.34,331,3.73,-52
J,4405.62,9.34,327,5.05,-46
S4,4544.075,5.26,301,-1.76,-44
S1,1425.875,4.39,184,0.0,-9
J,4401.5,9.34,209,0.0,-50
S3,1411.155,4.42,121,0.0,-127
J,4398.315,9.25,177,-27.43,-32
S1,1425.92,4.3,332,0.0,-23
J,4395.6,9.25,205,-6.02,-38
J,4405.66,9.25,194,-1.53,-40
S1,1425.92,4.18,354,0.0,-30
J,4403.235,9.37,222,3.56,-36
J,4398.16,9.34,210,5.35,-46
J,4395.64,9.34,326,1.1,-40
S4,4544.075,5.05,166,0.0,-23
F,4331.45,1.87,330,0.0,-26
J,4408.18,9.34,210,10.72,-45
J,4393.13,9.34,310,-6.77,-35
F,4331.79,1.87,293,0.0,-48
S4,4544.045,5.2,29,-14.33,-40
J,4433.195,9.37,323,-6.52,-48
J,4405.865,9.34,323,-2.04,-39
J,4400.62,9.34,327,3.81,-47
J,4400.715,9.25,189,-1.35,-43
J,4400.895,9.25,208,-17.52,-34
S1,1426.145,238.87,110,0.0,-31
S2,1439.975,4.6,0,-39.38,-127
J,4403.09,9.34,116,-7.26,-44
S1,1376.02,226.21,109,0.0,-10
J,4445.695,9.37,326,-2.65,-52
S1,1376.255,4.33,357,0.0,-47
J,4405.66,9.34,326,6.18,-44
J,4448.11,9.37,316,-18.2,-43
J,4405.65,9.34,213,6.85,-46
J,4398.03,9.25,208,-9.3,-35
J,4443.16,9.37,323,-6.52,-47
J,4408.11,9.34,328,2.66,-47
J,4440.66,9.34,198,0.0,-53
J,4403.5,9.34,333,2.51,-52
J,4405.705,9.34,326,2.14,-42
J,4403.03,9.34,313,-6.77,-35
S3,1368.1,245.41,346,0.0,-64
J,4403.13,9.25,208,-5.53,-35
J,4401.01,9.34,122,-9.08,-44
J,4408.09,9.34,324,8.47,-44
S1,1426.33,225.97,269,0.0,-58
S3,1411.165,4.39,24,0.0,-49
J,4398.07,9.25,201,-33.95,-32
J,4398.15,9.25,195,-0.5,-39
S1,1426.1,3.94,334,0.0,-23
F,4331.52,1.6,340,0.0,-28
J,4398.12,9.25,195,-0.32,-42
S3,1411.195,4.45,254,0.0,-66
J,4405.885,9.25,192,-0.32,-42
J,4403.16,9.34,320,-6.79,-37
J,4395.65,9.25,216,-1.42,-37
J,4398.235,9.16,146,1.05,-51
S1,1375.885,4.24,191,0.0,-24
S4,4544.065,5.2,6,-3.4,-46
J,4443.09,9.37,316,-18.2,-43
S1,1376.125,4.33,357,0.0,-47
F,4331.4,1.9,237,0.0,-127
S4,4544.085,5.2,6,-3.4,-45
J,4408.335,9.34,330,2.66,-47
F,4331.43,1.72,0,-10.9,-19
S1,1425.725,4.3,345,0.0,-49
S3,1368.11,245.38,291,0.0,-127
J,4403.02,9.34,332,3.8,-50
S1,1376.02,4.33,356,0.0,-51
J,4395.855,9.34,326,1.1,-40
J,4405.895,9.34,115,-8.3,-44
S3,1411.165,4.39,20,0.0,-66
F,4331.4,1.63,348,0.0,-45
S3,1367.965,245.23,49,0.0,-42
S4,4544.055,5.5,0,-16.52,-40
J,4403.295,9.34,335,2.51,-52
J,4398.07,9.34,332,2.51,-51
J,4400.61,9.37,11,3.45,-51
S1,1426.145,272.68,103,0.0,-34
J,4403.08,9.34,207,11.43,-45
J,4408.365,9.25,187,0.0,-44
S4,4544.065,5.26,257,0.69,-49
J,4393.09,9.37,279,25.99,-31
J,4398.19,9.34,332,2.51,-50
J,4400.835,9.25,205,-5.53,-35
S4,4544.085,5.2,55,-5.38,-29
J,4393.365,9.25,201,-5.9,-38
F,4331.43,1.63,7,0.0,-49
J,4395.62,9.34,326,1.1,-40
J,4400.62,9.34,327,8.47,-45
S4,4544.055,5.26,269,1.75,-41
S1,1376.33,230.98,108,0.0,-10
J,4398.16,9.25,197,-3.79,-38
J,4440.66,9.37,313,-19.96,-43
S3,1368.05,246.13,102,0.0,-60
J,4435.67,9.37,307,-18.4,-43
S4,4544.075,5.08,0,-34.45,-127
S1,1425.69,4.39,299,0.0,-65
J,4435.63,9.37,323,-6.52,-47
J,4400.56,9.25,216,-0.35,-37
S3,1411.155,4.51,248,0.0,-68
S3,1411.225,4.42,80,0.0,-46
J,4403.375,9.34,327,5.05,-47
J,4443.42,9.37,323,-6.52,-47
S1,1425.94,4.39,270,0.0,-53
J,4398.13,9.25,195,-0.32,-42
J,4400.57,9.34,103,-7.06,-54
S2,1431.33,301.15,24,0.0,-59
F,4331.315,1.57,162,0.0,-26
S3,1411.175,4.45,207,0.0,-40
J,4398.215,9.34,327,5.05,-47
S4,4544.075,5.05,229,0.0,-127
S3,1397.63,300.4,28,0.0,-58
S4,4544.195,5.2,29,-15.74,-38
J,4448.16,9.37,320,-6.52,-46
F,4331.45,1.57,0,0.0,-26
S4,4544.085,5.2,41,-7.6,-40
J,4448.11,9.37,316,-14.84,-43
J,4398.16,9.25,201,-4.7,-38
J,4435.58,9.37,326,-3.96,-52
J,4403.17,9.25,189,-1.35,-43
J,4433.45,9.37,332,-1.55,-51
S3,1411.165,4.51,22,0.0,-55
S3,1411.165,4.45,22,0.0,-61
S1,1376.33,231.64,106,0.0,-10
S4,4544.095,4.81,331,0.32,-46
J,4433.19,9.37,310,-18.4,-43
J,4400.56,9.34,328,2.66,-47
