Name,Frequency,Amplitude,PulseWidth,AOA
S4,4544.065,-44,4.81,327
J,4400.62,-61,9.34,34
J,4400.835,-61,9.34,34
S4,4544.105,-44,4.81,327
S4,4544.075,-44,4.81,327
J,4400.66,-61,9.34,34
S4,4544.065,-44,4.81,327
S4,4544.065,-44,4.81,327
J,4400.66,-61,9.34,34
S4,4544.045,-44,4.81,327
S4,4544.085,-44,4.81,327
S4,4544.045,-44,4.81,327
S4,4544.065,-44,4.81,327
S4,4544.075,-47,4.81,327
S4,4544.075,-47,4.81,327
S4,4544.125,-47,4.81,327
S4,4544.045,-47,4.81,327
S4,4544.065,-47,4.81,327
S4,4544.035,-47,4.81,327
J,4400.66,-61,9.34,34
S3,1411.165,-59,4.39,22
S4,4544.055,-47,4.81,327
S4,4544.045,-47,4.81,327
S4,4544.075,-47,4.81,327
S4,4544.075,-47,4.81,327
S4,4544.045,-47,4.81,327
S4,4544.065,-47,4.81,327
S4,4544.095,-47,4.81,327
S4,4544.055,-47,4.81,327
S4,4544.055,-47,4.81,327
S4,4544.085,-47,4.81,327
S4,4544.115,-47,4.81,327
S4,4544.095,-47,4.81,327
S4,4544.075,-47,4.81,327
S3,1411.165,-48,4.39,22
S4,4544.095,-47,4.81,327
S4,4544.085,-47,4.81,327
S4,4544.075,-47,4.81,327
J,4400.59,-61,9.34,34
S4,4544.075,-47,4.81,327
S4,4544.085,-47,4.81,327
J,4400.64,-61,9.34,34
S4,4544.055,-47,4.81,327
J,4400.58,-65,9.34,34
J,4400.91,-61,9.34,34
S3,1411.165,-48,4.39,22
S4,4544.065,-47,4.81,324
S4,4544.095,-47,4.81,324
S4,4544.045,-47,4.81,324
S4,4544.115,-47,4.81,324
S4,4544.105,-47,4.81,324
S4,4544.115,-47,4.81,324
S4,4544.115,-47,4.81,324
S4,4544.095,-47,4.81,324
S4,4544.065,-47,4.81,324
S1,1425.92,-45,4.39,17
S4,4544.02,-47,4.81,324
S4,4544.075,-47,4.81,324
S4,4544.105,-47,4.81,324
S4,4544.055,-47,4.81,324
J,4400.64,-61,9.34,34
S4,4544.055,-47,4.81,324
S4,4544.085,-47,4.81,324
S4,4544.045,-47,4.81,324
J,4400.65,-61,9.34,34
S4,4544.105,-47,4.81,324
S4,4544.075,-47,4.81,324
S4,4544.02,-47,4.81,324
S4,4544.055,-47,4.81,324
S4,4544.045,-47,4.81,324
S4,4544.105,-47,4.81,324
S4,4544.115,-47,4.81,324
J,4400.65,-61,9.34,34
S4,4543.99,-47,4.81,324
S4,4544.065,-47,4.81,324
S4,4544.075,-47,4.81,324
S4,4544.115,-47,4.81,324
S4,4544.075,-47,4.81,324
S4,4544.045,-47,4.81,324
S4,4544.0,-47,4.81,324
J,4400.65,-61,9.34,30
S4,4544.0,-47,4.81,324
S4,4544.055,-47,4.81,324
J,4400.65,-61,9.34,27
S4,4544.075,-47,4.81,324
S4,4544.085,-48,4.81,324
S4,4544.075,-47,4.81,324
J,4400.845,-60,9.34,24
S4,4544.075,-47,4.81,324
S4,4544.045,-47,4.81,324
S4,4544.055,-47,4.81,324
S4,4544.065,-47,4.81,324
S4,4544.065,-47,4.81,324
S4,4544.095,-47,4.81,324
S4,4544.055,-47,4.81,324
S4,4544.0,-47,4.81,324
S4,4544.055,-47,4.81,324
S4,4544.065,-47,4.81,324
S4,4544.095,-47,4.81,324
S4,4544.065,-47,4.81,324
S4,4544.065,-47,4.81,324
S4,4544.085,-47,4.81,324
S4,4544.065,-47,4.81,324
S4,4544.075,-47,4.81,324
S1,1425.92,-45,4.39,17
S4,4544.055,-47,4.81,324
J,4400.65,-60,9.34,24
J,4400.69,-60,9.34,24
S3,1411.165,-48,4.39,22
J,4400.69,-60,9.34,26
S4,4544.055,-47,4.81,321
J,4400.69,-60,9.34,29
J,4400.64,-60,9.34,29
J,4400.64,-60,9.34,31
J,4400.735,-60,9.34,31
S3,1411.165,-58,4.39,22
J,4400.735,-60,9.34,33
S4,4544.055,-47,4.81,0
S3,1411.165,-58,4.39,22
J,4400.735,-60,9.34,35
J,4400.6,-60,9.34,35
J,4400.825,-60,9.34,35
J,4400.53,-60,9.34,35
J,4400.865,-60,9.34,35
S3,1411.165,-66,4.39,22
J,4400.63,-61,9.34,35
S3,1411.165,-66,4.39,22
J,4400.59,-59,9.34,37
S3,1411.165,-66,4.39,19
S4,4544.095,-127,5.5,0
S4,4544.095,-127,5.5,321
S4,4544.095,-127,5.5,321
J,4400.59,-59,9.34,39
S4,4544.075,-47,5.5,321
J,4400.805,-59,9.34,39
S4,4544.085,-47,5.5,321
J,4400.68,-70,9.34,39
J,4400.68,-57,9.34,39
J,4400.93,-57,9.34,39
S4,4544.02,-47,5.5,321
J,4400.64,-57,9.34,39
S4,4544.085,-47,5.5,321
S4,4544.085,-47,5.5,321
J,4400.61,-57,9.34,39
S4,4544.075,-47,5.5,321
S4,4544.045,-47,5.5,321
S4,4544.075,-47,5.5,321
J,4400.61,-57,9.34,39
S4,4544.085,-47,5.5,321
S4,4544.085,-47,5.5,321
S4,4544.085,-47,5.5,321
S4,4544.075,-47,5.5,321
S4,4544.055,-47,5.5,321
S4,4544.055,-47,5.5,321
S4,4544.065,-47,5.5,321
J,4400.65,-57,9.34,39
S4,4544.095,-47,5.5,321
J,4400.67,-57,9.34,39
S4,4544.045,-47,5.5,321
S4,4544.045,-47,5.5,321
S4,4544.055,-47,5.5,321
S3,1411.165,-68,4.39,19
S4,4544.085,-47,5.5,321
S4,4544.055,-47,5.5,321
S4,4544.055,-47,5.5,321
J,4400.885,-57,9.34,39
J,4400.66,-57,9.34,39
J,4400.705,-57,9.34,39
S4,4544.065,-47,5.5,321
S3,1411.165,-57,4.39,19
S4,4544.055,-47,5.5,321
S4,4544.075,-47,5.5,321
S4,4544.085,-47,5.5,321
S3,1411.165,-57,4.39,19
S4,4544.065,-47,5.5,318
S4,4544.085,-47,5.5,318
S4,4544.055,-47,5.5,318
S4,4544.045,-48,5.5,318
S4,4544.045,-48,5.5,318
S4,4544.055,-48,5.5,318
J,4400.62,-57,9.34,39
J,4400.9,-57,9.34,39
J,4400.66,-57,9.34,39
J,4400.66,-57,9.34,39
J,4400.56,-57,9.34,39
J,4400.56,-57,9.34,39
S4,4544.095,-48,5.5,318
S4,4544.095,-48,5.5,318
S3,1411.175,-57,4.39,19
S3,1368.14,-127,245.5,0
J,4400.56,-57,9.34,41
S4,4544.065,-48,5.5,318
S4,4544.055,-48,5.5,318
J,4400.56,-57,9.34,43
S4,4544.065,-46,37.15,318
S4,4544.035,-46,5.26,318
S4,4544.035,-46,37.18,318
S4,4544.035,-46,5.26,318
S3,1411.175,-57,4.39,19
J,4400.56,-57,9.34,45
S4,4544.035,-46,5.26,318
S4,4544.055,-46,5.26,318
J,4400.9,-59,9.34,45
S4,4544.065,-46,5.26,318
S4,4544.01,-46,5.26,318
S3,1368.14,-127,245.5,41
J,4400.9,-59,9.34,47
S3,1411.175,-57,4.39,16
S4,4544.01,-46,5.26,320
S4,4544.075,-46,5.26,320
S3,1411.175,-50,4.39,16
S3,1368.14,-54,245.5,41
S4,4544.045,-46,5.26,320
S4,4544.085,-46,5.26,320
S4,4544.065,-46,5.26,320
S4,4544.065,-46,5.26,320
S4,4544.055,-46,5.26,320
S4,4544.085,-46,5.26,320
S4,4544.065,-46,5.26,320
S4,4544.075,-46,5.26,320
S4,4544.025,-46,5.26,320
J,4400.9,-59,9.34,47
S4,4544.025,-46,5.26,320
S4,4544.055,-46,5.26,320
S4,4544.085,-46,5.26,320
S4,4544.075,-46,5.26,320
S3,1368.14,-52,245.5,41
S4,4544.055,-46,5.26,320
S4,4544.045,-46,5.26,320
S4,4544.045,-46,5.26,316
S4,4544.035,-46,5.26,316
S4,4544.075,-46,5.26,316
S4,4544.095,-46,5.26,316
S4,4544.045,-46,5.26,316
S4,4544.045,-46,5.26,313
S4,4544.055,-46,5.26,313
S4,4544.055,-46,5.26,313
S3,1411.205,-50,4.39,18
S4,4544.055,-46,5.26,310
S4,4544.075,-46,5.26,310
S4,4544.085,-46,5.26,310
J,4400.9,-59,9.34,44
S3,1411.205,-50,4.39,18
S3,1368.14,-52,245.5,41
S4,4544.085,-46,5.26,306
J,4400.9,-59,9.34,34
S4,4544.105,-46,5.26,306
S4,4544.075,-46,5.26,306
S4,4544.075,-47,5.26,306
S4,4544.075,-47,5.26,306
S3,1411.205,-50,4.39,20
S4,4544.035,-47,5.26,306
S3,1411.205,-50,4.39,20
S4,4544.065,-47,5.26,306
S4,4544.075,-47,5.26,306
S4,4544.085,-47,5.26,306
S4,4544.075,-47,5.26,306
S3,1411.205,-50,4.39,22
S3,1411.205,-58,4.39,22
S4,4544.065,-47,5.26,306
S4,4544.105,-47,5.26,306
S3,1368.14,-52,245.5,41
S4,4544.085,-47,5.26,306
S4,4544.085,-47,5.26,308
S4,4544.095,-47,5.26,308
S4,4544.055,-47,5.26,308
S4,4544.055,-47,5.26,308
S4,4544.055,-47,5.26,310
S4,4544.055,-47,5.26,310
S4,4544.135,-47,5.26,310
S4,4544.055,-47,5.26,310
S4,4544.055,-47,5.26,310
S4,4544.055,-47,5.26,312
S4,4544.045,-47,5.26,314
S4,4544.065,-47,5.26,314
S3,1411.205,-68,4.39,22
S4,4544.115,-47,5.26,314
S3,1368.14,-61,245.5,41
S4,4544.055,-47,5.26,314
S3,1368.14,-61,245.5,23
S3,1368.14,-61,245.5,23
S3,1411.205,-68,4.39,19
S4,4544.065,-47,5.26,314
S4,4544.055,-47,5.26,314
S4,4544.055,-46,5.26,314
S4,4544.055,-46,5.26,314
S4,4544.115,-46,5.26,314
S4,4544.075,-46,5.26,314
S4,4544.085,-46,5.26,314
S4,4544.095,-46,5.26,314
S4,4544.075,-46,5.26,314
S4,4544.055,-46,5.26,314
S4,4544.085,-46,5.26,314
S4,4544.075,-46,5.26,314
S4,4544.075,-46,5.26,316
S4,4544.075,-46,5.26,316
S4,4544.105,-46,5.26,316
S3,1368.14,-61,245.5,25
S4,4544.105,-46,5.26,316
S4,4544.095,-46,5.26,316
S4,4544.065,-46,5.26,316
S3,1411.205,-64,4.39,21
S3,1411.205,-64,4.39,21
S4,4544.055,-46,5.26,316
S4,4544.055,-46,5.26,312
S4,4544.085,-46,5.26,312
S4,4544.055,-46,5.26,312
S4,4544.055,-46,5.26,312
S4,4544.075,-45,5.26,312
S4,4544.055,-44,5.26,312
S4,4544.075,-44,5.26,312
S4,4544.075,-44,5.26,308
S4,4544.075,-44,5.26,308
S3,1411.205,-51,4.39,21
S3,1368.14,-68,245.5,25
S3,1411.205,-51,4.39,23
S4,4544.075,-44,5.26,308
S3,1368.14,-68,245.5,25
S4,4544.075,-44,5.26,304
S4,4544.055,-44,5.26,304
S4,4544.045,-44,5.26,304
S3,1411.205,-51,4.39,23
S4,4544.045,-44,5.26,301
S4,4544.055,-44,5.26,301
S4,4544.045,-44,5.26,301
S4,4544.075,-44,5.26,301
S4,4544.065,-44,5.26,301
S4,4544.045,-44,5.26,301
S3,1411.205,-45,4.39,23
S3,1368.14,-55,245.5,25
S4,4544.075,-44,5.26,301
S4,4544.085,-44,5.26,301
S4,4544.085,-44,5.26,301
S3,1368.14,-55,245.5,25
S4,4544.035,-44,5.26,301
S3,1411.205,-45,4.39,20
S4,4544.085,-44,5.26,301
S3,1368.14,-55,245.5,22
S3,1411.205,-45,4.39,20
S4,4544.055,-44,5.26,301
S4,4544.065,-44,5.26,301
S4,4544.065,-44,5.26,301
S4,4544.065,-44,5.26,303
S4,4544.085,-44,5.26,303
S3,1368.14,-51,245.5,22
S4,4544.065,-44,5.26,303
S4,4544.085,-44,5.26,303
S4,4544.065,-44,5.26,303
S4,4544.065,-44,5.26,303
S4,4544.075,-44,5.26,303
S4,4544.065,-44,5.26,303
S4,4544.045,-45,5.26,300
S4,4544.045,-45,5.26,300
S4,4544.105,-45,5.26,300
S4,4544.055,-45,5.26,300
S4,4544.055,-45,5.26,300
S4,4544.065,-45,5.26,300
S4,4544.065,-45,5.26,297
S4,4544.055,-45,5.26,297
S4,4544.065,-45,5.26,297
S4,4544.045,-43,5.26,297
S4,4544.075,-43,5.26,297
S4,4544.065,-43,5.26,299
S3,1411.205,-45,4.39,20
S4,4544.075,-43,5.26,299
S3,1411.205,-56,4.39,20
S4,4544.055,-43,5.26,299
S4,4544.055,-41,5.26,299
S4,4544.065,-41,5.26,299
S3,1411.205,-56,4.39,22
S4,4544.055,-41,5.26,301
S3,1411.205,-56,4.39,22
S4,4544.055,-41,5.26,301
S4,4544.065,-41,5.26,303
S3,1368.14,-51,245.5,22
S3,1368.14,-51,245.5,19
S4,4544.075,-41,5.26,303
S4,4544.075,-41,5.26,305
S4,4544.065,-41,5.26,305
S3,1411.205,-65,4.39,22
S4,4544.085,-40,5.26,305
S3,1368.14,-57,245.5,19
S4,4544.135,-40,5.26,305
S4,4544.055,-40,5.26,305
S3,1411.205,-65,4.39,22
S4,4544.095,-40,5.26,305
S4,4544.045,-40,5.26,305
S4,4544.065,-40,5.26,305
S4,4544.065,-40,5.26,305
S3,1368.14,-68,245.5,19
S3,1368.14,-68,245.5,19
S4,4544.025,-40,5.26,305
S4,4544.075,-40,5.26,305
S3,1411.205,-65,4.39,22
S4,4544.085,-40,5.26,305
S3,1368.14,-68,245.5,21
S4,4544.075,-40,5.26,305
S4,4544.075,-40,5.26,305
S3,1411.205,-56,4.39,22
S4,4544.065,-40,5.26,305
S4,4544.065,-40,5.26,302
S4,4544.065,-40,5.26,302
S4,4544.055,-40,5.26,302
S3,1411.205,-56,4.39,19
S4,4544.075,-40,5.26,299
S4,4544.045,-40,5.26,299
S3,1411.205,-56,4.39,19
S4,4544.045,-40,5.26,299
S4,4544.065,-40,5.26,299
S4,4544.065,-40,5.26,294
S4,4544.045,-40,5.26,291
S4,4544.045,-40,5.26,291
S4,4544.045,-40,5.26,288
S3,1411.205,-45,4.39,19
S3,1411.145,-45,4.39,19
S3,1368.08,-68,245.5,21
S4,4544.075,-40,5.26,288
S4,4544.035,-40,5.26,288
S4,4544.035,-40,5.26,284
S4,4544.075,-40,5.26,284
S3,1411.145,-45,4.39,19
S4,4544.075,-40,5.26,284
S4,4544.075,-40,5.26,284
S4,4544.075,-40,5.26,288
S4,4544.055,-40,5.26,288
S4,4544.065,-40,5.26,292
S3,1368.08,-51,245.5,21
S3,1368.08,-51,245.5,21
S4,4544.055,-40,5.26,292
S4,4544.055,-40,5.26,292
S4,4544.105,-40,5.26,292
S4,4544.105,-40,5.26,295
S4,4544.105,-40,5.26,299
S3,1368.08,-51,245.5,18
S4,4544.055,-40,5.26,299
S4,4544.045,-40,5.26,299
S4,4544.065,-40,5.26,299
S4,4544.075,-40,5.26,302
S4,4544.075,-40,5.26,304
S4,4544.055,-40,5.26,304
S4,4544.035,-40,5.26,304
S4,4544.065,-40,5.26,304
S3,1411.145,-45,4.39,21
S4,4544.065,-40,5.26,304
S4,4544.065,-40,5.26,304
S3,1411.145,-45,4.39,23
S4,4544.045,-41,5.26,304
S3,1411.145,-45,4.39,23
S4,4544.055,-41,5.26,304
S4,4544.055,-41,5.26,304
S4,4544.075,-41,5.26,304
S4,4544.055,-41,5.26,304
S4,4544.075,-41,5.26,304
S4,4544.095,-41,5.26,304
S4,4544.105,-41,5.26,301
S4,4544.055,-41,5.26,301
S4,4544.075,-41,5.26,301
S4,4544.045,-41,5.26,301
S4,4544.045,-41,5.26,298
S4,4544.125,-41,5.26,298
S4,4544.065,-41,5.26,298
S4,4544.065,-42,5.26,298
S4,4544.075,-42,5.26,295
S3,1411.145,-48,4.39,23
S4,4544.075,-42,5.26,295
S4,4544.055,-42,5.26,295
S4,4544.055,-42,5.26,295
S4,4544.075,-42,5.26,291
S4,4544.045,-42,5.26,291
S4,4544.055,-42,5.26,291
S4,4544.085,-42,5.26,291
S4,4544.075,-41,5.26,288
S4,4544.01,-41,5.26,284
S3,1411.145,-64,4.39,23
S4,4544.065,-41,5.26,280
S3,1368.08,-54,245.5,15
S3,1368.08,-54,245.5,15
S4,4544.055,-41,5.26,280
S4,4544.055,-41,5.26,276
S4,4544.065,-41,5.26,276
S4,4544.065,-41,5.26,273
S4,4544.055,-41,5.26,273
S4,4544.055,-41,5.26,273
S4,4544.085,-41,5.26,273
S4,4544.045,-41,5.26,273
S4,4544.065,-41,5.26,269
S4,4544.075,-41,5.26,269
S4,4544.085,-41,5.26,269
S4,4544.055,-41,5.26,269
S4,4544.085,-41,5.26,269
S3,1368.08,-63,245.5,15
S3,1368.08,-63,245.5,15
S4,4544.075,-41,5.26,264
S1,1376.315,-44,226.09,12
S4,4544.075,-41,5.26,261
S1,1425.92,-40,4.33,12
S4,4544.085,-41,5.26,256
S4,4544.065,-41,5.26,256
S3,1411.145,-64,4.39,20
S4,4544.065,-41,5.26,251
S1,1425.92,-40,4.33,12
S4,4544.045,-41,5.26,251
S4,4544.045,-41,5.26,246
S3,1368.08,-63,245.5,17
S4,4544.045,-41,5.26,243
S4,4544.095,-41,5.26,243
S4,4544.055,-41,5.26,243
S4,4544.095,-41,5.26,243
S3,1368.08,-70,245.5,17
S4,4544.075,-41,5.26,240
S3,1368.08,-70,245.5,17
S4,4544.055,-41,5.26,240
S4,4544.055,-41,5.26,237
S4,4544.075,-41,5.26,237
S3,1411.145,-60,4.39,20
S4,4544.115,-41,5.26,237
S4,4544.075,-41,5.26,237
S3,1368.08,-70,245.5,19
S4,4544.085,-42,5.26,237
S4,4544.085,-42,5.26,237
S4,4544.055,-42,5.26,237
S4,4544.075,-42,5.26,237
S3,1411.145,-60,4.39,20
S4,4544.085,-42,5.26,237
S4,4544.085,-42,5.26,241
S3,1411.145,-48,4.39,20
S3,1368.08,-69,245.5,19
S1,1376.295,-40,226.03,12
S2,1431.255,-65,30.88,5
S4,4544.035,-42,5.26,244
S1,1425.94,-37,4.33,9
S4,4544.055,-42,5.26,244
S4,4544.045,-42,5.26,244
S4,4544.075,-42,5.26,244
S3,1411.145,-48,4.39,20
S4,4544.075,-42,5.26,244
S4,4544.075,-43,5.26,248
S3,1411.145,-48,4.39,17
S4,4544.075,-43,5.26,252
S4,4544.075,-43,5.26,252
S4,4544.055,-43,5.26,252
S4,4544.055,-43,5.26,255
S1,1425.94,-37,4.33,9
S4,4544.055,-43,5.26,257
S3,1368.08,-51,245.5,19
S3,1368.08,-51,245.5,19
S4,4544.055,-43,5.26,257
S4,4544.085,-43,5.26,257
S4,4544.055,-43,5.26,257
S3,1411.145,-44,4.39,19
S3,1411.145,-44,4.39,19
S4,4544.025,-43,5.26,257
S4,4544.075,-43,5.26,257
S4,4544.065,-43,5.26,257
S3,1368.08,-51,245.5,16
S2,1431.255,-65,30.88,6
S1,1425.94,-37,4.33,7
S4,4544.065,-44,5.26,257
S3,1368.08,-51,245.5,18
S3,1411.145,-44,4.39,21
S4,4544.065,-49,5.26,257
S3,1411.145,-54,4.39,21
S3,1411.165,-54,4.39,21
S3,1367.845,-54,245.5,18
S3,1411.185,-54,4.39,21
S4,4544.065,-49,5.26,257
S3,1411.185,-54,4.39,21
S3,1368.1,-54,245.5,18
S3,1368.1,-54,245.5,20
S3,1411.185,-54,4.39,21
S3,1368.1,-54,245.5,22
S4,4544.065,-49,5.26,0
S3,1411.185,-65,4.39,21
S1,1425.96,-127,3.4,319
S3,1368.1,-68,245.5,22
S3,1368.1,-68,245.5,22
S3,1411.165,-57,4.39,21
S3,1411.165,-57,4.39,21
S3,1368.1,-68,245.5,22
S3,1411.165,-57,4.39,18
S3,1411.165,-57,4.39,18
S1,1425.96,-127,3.4,319
S3,1411.165,-45,4.39,18
S3,1411.165,-45,4.39,18
S3,1368.1,-65,245.5,22
S3,1368.1,-65,245.5,24
S3,1368.1,-54,245.5,24
S3,1368.1,-54,245.5,24
S3,1368.1,-49,245.5,24
S3,1411.165,-45,4.39,18
S3,1411.165,-48,4.39,18
S3,1411.165,-48,4.39,18
S3,1397.65,-47,300.4,18
S3,1397.65,-47,4.3,18
S3,1397.66,-47,300.4,18
S3,1397.66,-47,4.3,18
S3,1404.125,-49,30.31,24
S3,1404.125,-49,245.14,24
S3,1397.66,-47,4.3,20
S3,1404.125,-49,245.14,26
S3,1404.125,-49,245.14,28
S3,1397.66,-47,4.3,10
S3,1411.115,-127,4.33,0
S3,1411.165,-127,4.33,0
S3,1411.215,-74,4.33,0
S3,1411.215,-74,4.33,19
S3,1411.215,-74,4.33,19
S3,1411.215,-68,4.33,19
S3,1411.215,-68,4.33,19
S3,1411.215,-68,4.33,21
S3,1411.215,-68,4.33,21
S3,1411.215,-68,4.33,23
S3,1411.215,-68,4.33,23
S3,1411.215,-68,4.33,20
J,4400.65,-63,9.34,161
J,4400.66,-62,9.34,161
J,4400.9,-62,9.34,161
S3,1411.215,-68,4.33,20
J,4400.66,-61,9.34,161
J,4400.66,-61,9.34,161
S3,1399.215,-55,30.7,243
J,4400.62,-60,9.34,161
S3,1369.125,-55,30.7,243
S3,1411.215,-66,4.33,20
J,4400.54,-60,9.34,161
J,4400.715,-59,9.34,161
S3,1369.125,-55,30.7,243
J,4400.58,-59,9.34,161
J,4400.58,-59,9.34,161
J,4400.58,-59,9.34,161
J,4400.61,-59,9.34,161
J,4400.64,-59,9.34,161
J,4400.58,-59,9.34,161
J,4400.64,-59,9.34,161
S3,1411.215,-48,4.33,20
S3,1411.215,-48,4.33,20
J,4400.66,-59,9.34,161
J,4400.765,-59,9.34,161
S3,1411.215,-48,4.33,17
J,4400.64,-59,9.34,161
J,4400.715,-59,9.34,161
S1,1425.91,-61,4.24,4
S3,1411.215,-39,4.33,17
J,4400.69,-59,9.34,161
J,4400.69,-59,9.34,161
S3,1369.125,-55,30.7,258
S3,1411.215,-39,4.33,17
S3,1411.215,-39,4.33,19
J,4400.69,-59,9.34,161
J,4400.52,-60,9.34,161
J,4400.725,-59,9.34,163
S1,1425.68,-35,4.24,4
S1,1376.315,-35,226.09,4
S1,1376.315,-35,226.09,4
J,4400.725,-59,9.34,165
J,4400.725,-59,9.34,167
S1,1376.315,-35,226.09,6
S3,1411.215,-39,4.33,19
J,4400.725,-59,9.34,168
S3,1411.215,-52,4.33,19
S3,1402.365,-51,300.43,19
S3,1399.115,-48,30.28,19
S3,1399.115,-48,4.39,19
S3,1399.115,-48,4.39,19
J,4400.55,-127,9.28,134
J,4400.55,-63,9.28,134
J,4400.56,-63,9.28,163
S1,1376.315,-35,226.09,7
J,4400.56,-60,9.28,163
J,4400.6,-60,9.28,163
S3,1411.185,-48,4.39,19
J,4400.6,-60,9.28,160
J,4400.6,-60,9.28,158
S3,1411.185,-48,4.39,19
J,4400.61,-60,9.28,158
J,4400.93,-60,9.28,158
J,4400.64,-60,9.28,158
J,4400.62,-60,9.28,158
J,4400.865,-60,9.28,158
S3,1411.185,-61,4.39,19
S3,1411.185,-61,4.39,19
J,4400.865,-60,9.28,160
J,4400.52,-60,9.28,160
J,4400.62,-59,9.28,160
J,4400.835,-59,9.28,160
J,4400.54,-59,9.28,160
S3,1411.225,-61,4.39,19
S3,1411.145,-61,4.39,19
S3,1368.01,-127,245.47,0
S3,1368.01,-127,245.47,17
S3,1411.205,-53,4.39,19
S3,1368.01,-48,245.47,17
J,4400.54,-59,9.28,165
S3,1411.205,-53,4.39,19
S3,1368.01,-48,245.47,17
S3,1411.205,-53,4.39,21
J,4400.795,-58,9.28,165
J,4400.6,-58,9.28,165
J,4400.6,-58,9.28,165
J,4400.6,-58,9.28,167
J,4400.69,-58,9.28,167
J,4400.715,-58,9.28,167
S3,1368.01,-48,245.47,17
J,4400.695,-58,9.28,167
J,4400.695,-58,9.28,164
S3,1411.205,-44,4.39,21
S3,1411.205,-44,4.39,18
J,4400.695,-58,9.28,160
S3,1368.01,-48,245.47,19
S3,1411.205,-44,4.39,18
J,4400.695,-58,9.28,157
J,4400.58,-58,9.28,157
J,4400.91,-58,9.28,157
J,4400.56,-58,9.28,157
J,4400.56,-58,9.28,157
J,4400.715,-58,9.28,157
S3,1368.01,-53,245.47,19
J,4400.715,-58,9.28,157
S3,1411.205,-44,4.39,18
J,4400.67,-58,9.28,157
J,4400.67,-58,9.28,159
J,4400.69,-58,9.28,159
S3,1368.01,-53,245.47,19
J,4400.67,-59,9.28,159
S3,1368.01,-60,245.47,19
J,4400.67,-59,9.28,161
S3,1368.01,-60,245.47,19
J,4400.67,-59,9.28,164
J,4400.62,-59,9.28,164
J,4400.63,-59,9.28,164
S3,1411.205,-44,4.39,20
J,4400.63,-59,9.28,166
J,4400.63,-59,9.28,166
J,4400.67,-59,9.28,166
S3,1368.01,-67,245.47,19
S3,1411.205,-65,4.39,20
J,4400.67,-59,9.28,163
S3,1368.01,-67,245.47,21
J,4400.855,-59,9.28,163
J,4400.69,-59,9.28,163
S3,1411.205,-65,4.39,22
J,4400.69,-59,9.28,163
J,4400.63,-59,9.28,163
S3,1411.205,-65,4.39,22
S3,1411.205,-62,4.39,22
S3,1411.205,-62,4.39,22
J,4400.63,-59,9.28,163
S3,1368.01,-64,245.47,21
S3,1368.01,-64,245.47,23
S3,1411.205,-62,4.39,22
J,4400.63,-59,9.28,160
J,4400.63,-59,9.28,160
S3,1411.205,-62,4.39,19
S3,1368.01,-50,245.47,23
S3,1411.205,-52,4.39,19
S3,1368.01,-50,245.47,23
J,4400.63,-59,9.28,160
S3,1411.205,-52,4.39,19
J,4400.64,-59,9.28,160
J,4400.64,-59,9.28,160
J,4400.765,-60,9.28,160
S3,1411.205,-52,4.39,19
S3,1411.205,-41,4.39,19
S3,1368.01,-45,245.47,23
J,4400.63,-60,9.28,160
J,4400.64,-59,9.28,160
S3,1411.205,-41,4.39,19
J,4400.63,-58,9.28,160
J,4400.64,-58,9.28,160
J,4400.64,-58,9.28,162
S3,1368.01,-45,245.47,25
J,4400.64,-58,9.28,164
J,4400.64,-58,9.28,164
J,4400.825,-58,9.28,164
J,4400.825,-58,9.28,164
J,4400.825,-58,9.28,167
J,4400.65,-59,9.28,167
J,4400.855,-58,9.28,167
J,4400.62,-59,9.28,167
J,4400.62,-58,9.28,167
J,4400.52,-58,9.28,167
J,4400.52,-58,9.28,163
S3,1368.01,-45,245.47,25
J,4400.6,-58,9.28,163
J,4400.6,-58,9.28,159
S3,1368.01,-45,245.47,27
J,4400.6,-58,9.28,159
S3,1411.125,-41,4.39,19
S3,1368.01,-60,245.47,27
S3,1411.155,-47,4.39,19
J,4400.6,-58,9.28,156
S3,1368.01,-60,245.47,27
J,4400.6,-58,9.28,156
J,4400.62,-58,9.28,156
J,4400.62,-55,9.28,156
S3,1411.155,-47,4.39,19
J,4400.805,-58,9.28,156
J,4400.91,-55,9.28,156
J,4400.795,-55,9.28,156
S3,1368.01,-67,245.47,27
S3,1411.155,-64,4.39,19
J,4400.795,-55,9.28,159
S3,1368.01,-67,245.47,24
J,4400.795,-55,9.28,161
J,4400.695,-55,9.28,161
J,4400.64,-55,9.28,161
J,4400.9,-55,9.28,161
J,4400.9,-55,9.28,163
S3,1411.155,-64,4.39,19
J,4400.61,-55,9.28,165
S3,1411.165,-64,4.39,16
J,4400.63,-55,9.28,165
J,4400.65,-55,9.28,165
J,4400.66,-55,9.28,165
S3,1411.165,-63,4.39,18
J,4400.66,-55,9.28,162
S3,1411.165,-63,4.39,18
J,4400.845,-55,9.28,162
S3,1411.165,-63,4.39,20
S3,1368.05,-67,245.47,21
S3,1368.05,-50,245.47,21
S3,1411.165,-55,4.39,20
J,4400.96,-55,9.28,162
S3,1368.05,-50,245.47,21
J,4400.64,-57,9.28,162
S3,1411.165,-55,4.39,20
S3,1411.165,-41,4.39,20
S3,1368.05,-44,245.47,21
J,4400.785,-57,9.28,162
J,4400.69,-57,9.28,162
S3,1368.05,-44,245.47,21
J,4400.69,-59,9.28,162
